"","BORO","freq","orival","region","value"
"1","bronx",405,0.863539445628998,36005,"0.8-0.99"
"2","kings",1297,0.936462093862816,36047,"0.8-0.99"
"3","new york",2419,0.985336048879837,36061,"0.8-0.99"
"4","queens",1374,0.98494623655914,36081,"0.8-0.99"
"5","richmond",313,1.21317829457364,36085,"1.2-1.39"
