"","region","freq","BORO","REST","orival","value"
"40","10065",443,"new york",156,2.83974358974359,"2.8-2.99"
"41","10069",10,"new york",4,2.5,"< 2.6"
"42","10075",266,"new york",86,3.09302325581395,"3.0-3.19"
"43","10103",3,"new york",2,1.5,"< 2.6"
"44","10110",1,"new york",1,1,"< 2.6"
"45","10111",9,"new york",4,2.25,"< 2.6"
"46","10112",44,"new york",17,2.58823529411765,"< 2.6"
"47","10119",45,"new york",16,2.8125,"2.8-2.99"
"48","10128",420,"new york",133,3.15789473684211,"3.0-3.19"
"49","10153",2,"new york",1,2,"< 2.6"
"50","10154",2,"new york",1,2,"< 2.6"
"51","10165",3,"new york",1,3,"2.8-2.99"
"52","10167",6,"new york",2,3,"2.8-2.99"
"53","10168",8,"new york",3,2.66666666666667,"2.6-2.79"
"54","10169",4,"new york",2,2,"< 2.6"
"55","10173",1,"new york",1,1,"< 2.6"
"56","10174",9,"new york",3,3,"2.8-2.99"
"57","10271",5,"new york",2,2.5,"< 2.6"
"58","10279",7,"new york",2,3.5,"3.4-3.59"
"59","10280",67,"new york",31,2.16129032258065,"< 2.6"
"60","10282",53,"new york",21,2.52380952380952,"< 2.6"
"61","10301",192,"richmond",67,2.86567164179104,"2.8-2.99"
"62","10302",121,"richmond",46,2.6304347826087,"2.6-2.79"
"63","10303",68,"richmond",25,2.72,"2.6-2.79"
"64","10304",87,"richmond",32,2.71875,"2.6-2.79"
"65","10305",216,"richmond",80,2.7,"2.6-2.79"
"66","10306",206,"richmond",75,2.74666666666667,"2.6-2.79"
"67","10307",57,"richmond",20,2.85,"2.8-2.99"
"68","10308",109,"richmond",41,2.65853658536585,"2.6-2.79"
"69","10309",97,"richmond",37,2.62162162162162,"2.6-2.79"
"70","10310",163,"richmond",41,3.97560975609756,"> 3.6"
"71","10311",3,"richmond",1,3,"2.8-2.99"
"72","10312",153,"richmond",50,3.06,"3.0-3.19"
"73","10314",454,"richmond",148,3.06756756756757,"3.0-3.19"
"74","10451",332,"bronx",131,2.53435114503817,"< 2.6"
"75","10452",257,"bronx",76,3.38157894736842,"3.2-3.39"
"76","10453",194,"bronx",71,2.73239436619718,"2.6-2.79"
"77","10454",178,"bronx",65,2.73846153846154,"2.6-2.79"
"78","10455",229,"bronx",79,2.89873417721519,"2.8-2.99"
"79","10456",210,"bronx",70,3,"2.8-2.99"
"80","10457",234,"bronx",82,2.85365853658537,"2.8-2.99"
"81","10458",453,"bronx",146,3.1027397260274,"3.0-3.19"
"82","10459",163,"bronx",58,2.81034482758621,"2.8-2.99"
"83","10460",143,"bronx",56,2.55357142857143,"< 2.6"
"84","10461",368,"bronx",138,2.66666666666667,"2.6-2.79"
"85","10462",358,"bronx",121,2.95867768595041,"2.8-2.99"
"86","10463",234,"bronx",92,2.54347826086957,"< 2.6"
"87","10464",97,"bronx",33,2.93939393939394,"2.8-2.99"
"88","10465",207,"bronx",68,3.04411764705882,"3.0-3.19"
"89","10466",216,"bronx",77,2.80519480519481,"2.8-2.99"
"90","10467",364,"bronx",117,3.11111111111111,"3.0-3.19"
"91","10468",242,"bronx",78,3.1025641025641,"3.0-3.19"
"92","10469",223,"bronx",77,2.8961038961039,"2.8-2.99"
"93","10470",98,"bronx",38,2.57894736842105,"< 2.6"
"94","10471",97,"bronx",38,2.55263157894737,"< 2.6"
"95","10472",237,"bronx",87,2.72413793103448,"2.6-2.79"
"96","10473",62,"bronx",23,2.69565217391304,"2.6-2.79"
"97","10474",80,"bronx",29,2.75862068965517,"2.6-2.79"
"98","10475",144,"bronx",52,2.76923076923077,"2.6-2.79"
"99","10510",2,"bronx",1,2,"< 2.6"
"100","11001",9,"queens",2,4.5,"> 3.6"
"101","11004",78,"queens",31,2.51612903225806,"< 2.6"
"102","11005",10,"queens",3,3.33333333333333,"3.2-3.39"
"103","11040",61,"queens",17,3.58823529411765,"3.4-3.59"
"104","11101",666,"queens",226,2.94690265486726,"2.8-2.99"
"105","11102",199,"queens",74,2.68918918918919,"2.6-2.79"
"106","11103",480,"queens",173,2.77456647398844,"2.6-2.79"
"107","11104",260,"queens",91,2.85714285714286,"2.8-2.99"
"108","11105",302,"queens",113,2.67256637168142,"2.6-2.79"
"109","11106",430,"queens",146,2.94520547945205,"2.8-2.99"
"110","11109",19,"queens",7,2.71428571428571,"2.6-2.79"
"111","11201",854,"kings",303,2.81848184818482,"2.8-2.99"
"112","11203",400,"kings",121,3.30578512396694,"3.2-3.39"
"113","11204",346,"kings",108,3.2037037037037,"3.2-3.39"
"114","11205",325,"kings",111,2.92792792792793,"2.8-2.99"
"115","11206",356,"kings",120,2.96666666666667,"2.8-2.99"
"116","11207",382,"kings",124,3.08064516129032,"3.0-3.19"
"117","11208",230,"kings",81,2.83950617283951,"2.8-2.99"
"118","11209",614,"kings",206,2.98058252427184,"2.8-2.99"
"119","11210",185,"kings",60,3.08333333333333,"3.0-3.19"
"120","11211",947,"kings",321,2.95015576323988,"2.8-2.99"
"121","11212",222,"kings",77,2.88311688311688,"2.8-2.99"
"122","11213",230,"kings",71,3.23943661971831,"3.2-3.39"
"123","11214",519,"kings",160,3.24375,"3.2-3.39"
"124","11215",847,"kings",294,2.88095238095238,"2.8-2.99"
"125","11216",299,"kings",109,2.74311926605505,"2.6-2.79"
"126","11217",506,"kings",211,2.39810426540284,"< 2.6"
"127","11218",356,"kings",108,3.2962962962963,"3.2-3.39"
"128","11219",278,"kings",86,3.23255813953488,"3.2-3.39"
"129","11220",859,"kings",263,3.26615969581749,"3.2-3.39"
"130","11221",164,"kings",60,2.73333333333333,"2.6-2.79"
"131","11222",527,"kings",185,2.84864864864865,"2.8-2.99"
"132","11223",392,"kings",138,2.84057971014493,"2.8-2.99"
"133","11224",153,"kings",56,2.73214285714286,"2.6-2.79"
"134","11225",234,"kings",82,2.85365853658537,"2.8-2.99"
"135","11226",903,"kings",299,3.02006688963211,"3.0-3.19"
"136","11228",147,"kings",46,3.19565217391304,"3.0-3.19"
"137","11229",348,"kings",124,2.80645161290323,"2.8-2.99"
"138","11230",243,"kings",88,2.76136363636364,"2.6-2.79"
"139","11231",370,"kings",135,2.74074074074074,"2.6-2.79"
"140","11232",229,"kings",76,3.01315789473684,"3.0-3.19"
"141","11233",147,"kings",46,3.19565217391304,"3.0-3.19"
"142","11234",348,"kings",124,2.80645161290323,"2.8-2.99"
"143","11235",429,"kings",140,3.06428571428571,"3.0-3.19"
"144","11236",323,"kings",98,3.29591836734694,"3.2-3.39"
"145","11237",479,"kings",150,3.19333333333333,"3.0-3.19"
"146","11238",515,"kings",178,2.89325842696629,"2.8-2.99"
"147","11239",30,"kings",10,3,"2.8-2.99"
"148","11354",773,"queens",255,3.03137254901961,"3.0-3.19"
"149","11355",526,"queens",165,3.18787878787879,"3.0-3.19"
"150","11356",123,"queens",40,3.075,"3.0-3.19"
"151","11357",139,"queens",56,2.48214285714286,"< 2.6"
"152","11358",305,"queens",104,2.93269230769231,"2.8-2.99"
"153","11360",68,"queens",22,3.09090909090909,"3.0-3.19"
"154","11361",290,"queens",108,2.68518518518519,"2.6-2.79"
"155","11362",162,"queens",56,2.89285714285714,"2.8-2.99"
"156","11363",27,"queens",10,2.7,"2.6-2.79"
"157","11364",143,"queens",45,3.17777777777778,"3.0-3.19"
"158","11365",117,"queens",40,2.925,"2.8-2.99"
"159","11366",135,"queens",47,2.87234042553191,"2.8-2.99"
"160","11367",145,"queens",50,2.9,"2.8-2.99"
"161","11368",749,"queens",268,2.79477611940298,"2.6-2.79"
"162","11369",193,"queens",81,2.38271604938272,"< 2.6"
"163","11370",57,"queens",29,1.96551724137931,"< 2.6"
"164","11371",42,"queens",23,1.82608695652174,"< 2.6"
"165","11372",1015,"queens",318,3.19182389937107,"3.0-3.19"
"166","11373",627,"queens",194,3.2319587628866,"3.2-3.39"
"167","11374",182,"queens",67,2.71641791044776,"2.6-2.79"
"168","11375",517,"queens",185,2.79459459459459,"2.6-2.79"
"169","11377",596,"queens",188,3.17021276595745,"3.0-3.19"
"170","11378",204,"queens",68,3,"2.8-2.99"
"171","11379",96,"queens",40,2.4,"< 2.6"
"172","11385",640,"queens",215,2.97674418604651,"2.8-2.99"
"173","11411",48,"queens",19,2.52631578947368,"< 2.6"
"174","11412",105,"queens",37,2.83783783783784,"2.8-2.99"
"175","11413",75,"queens",31,2.41935483870968,"< 2.6"
"176","11414",146,"queens",49,2.97959183673469,"2.8-2.99"
"177","11415",81,"queens",28,2.89285714285714,"2.8-2.99"
"178","11416",126,"queens",44,2.86363636363636,"2.8-2.99"
"179","11417",152,"queens",56,2.71428571428571,"2.6-2.79"
"180","11418",216,"queens",70,3.08571428571429,"3.0-3.19"
"181","11419",225,"queens",73,3.08219178082192,"3.0-3.19"
"182","11420",240,"queens",85,2.82352941176471,"2.8-2.99"
"183","11421",227,"queens",74,3.06756756756757,"3.0-3.19"
"184","11422",93,"queens",30,3.1,"3.0-3.19"
"185","11423",59,"queens",21,2.80952380952381,"2.8-2.99"
"186","11426",78,"queens",31,2.51612903225806,"< 2.6"
"187","11427",45,"queens",16,2.8125,"2.8-2.99"
"188","11428",132,"queens",37,3.56756756756757,"3.4-3.59"
"189","11429",42,"queens",21,2,"< 2.6"
"190","11430",428,"queens",162,2.64197530864198,"2.6-2.79"
"191","11432",432,"queens",150,2.88,"2.8-2.99"
"192","11433",46,"queens",19,2.42105263157895,"< 2.6"
"193","11434",143,"queens",52,2.75,"2.6-2.79"
"194","11435",328,"queens",103,3.18446601941748,"3.0-3.19"
"195","11436",45,"queens",15,3,"2.8-2.99"
"196","11451",6,"queens",2,3,"2.8-2.99"
"197","11691",117,"queens",38,3.07894736842105,"3.0-3.19"
"198","11692",23,"queens",8,2.875,"2.8-2.99"
"199","11693",77,"queens",26,2.96153846153846,"2.8-2.99"
"200","11694",124,"queens",39,3.17948717948718,"3.0-3.19"
"201","11697",6,"queens",2,3,"2.8-2.99"
