"","BORO","freq","orival","region","value"
"1","bronx",2146,1.06979062811565,36005,"1.0-1.19"
"2","kings",6573,1.22561998881223,36047,"1.2-1.29"
"3","new york",10950,1.25746440055122,36061,"1.2-1.29"
"4","queens",5726,1.17915980230643,36081,"1.0-1.19"
"5","richmond",1006,1.29806451612903,36085,"1.2-1.29"
