"","region","freq","BORO","REST","orival","value"
"1","10001",1109,"new york",382,2.90314136125654,"2.8-2.99"
"2","10002",1150,"new york",390,2.94871794871795,"2.8-2.99"
"3","10003",1828,"new york",622,2.93890675241158,"2.8-2.99"
"4","10004",331,"new york",127,2.60629921259843,"2.6-2.79"
"5","10005",113,"new york",46,2.45652173913043,"< 2.6"
"6","10006",108,"new york",37,2.91891891891892,"2.8-2.99"
"7","10007",336,"new york",112,3,"2.8-2.99"
"8","10009",733,"new york",256,2.86328125,"2.8-2.99"
"9","10010",602,"new york",217,2.7741935483871,"2.6-2.79"
"10","10011",1090,"new york",400,2.725,"2.6-2.79"
"11","10012",1036,"new york",353,2.93484419263456,"2.8-2.99"
"12","10013",1429,"new york",450,3.17555555555556,"3.0-3.19"
"13","10014",980,"new york",342,2.86549707602339,"2.8-2.99"
"14","10016",1138,"new york",360,3.16111111111111,"3.0-3.19"
"15","10017",836,"new york",295,2.83389830508475,"2.8-2.99"
"16","10018",827,"new york",278,2.97482014388489,"2.8-2.99"
"17","10019",1697,"new york",598,2.83779264214047,"2.8-2.99"
"18","10020",93,"new york",42,2.21428571428571,"< 2.6"
"19","10021",403,"new york",137,2.94160583941606,"2.8-2.99"
"20","10022",1157,"new york",383,3.02088772845953,"3.0-3.19"
"21","10023",432,"new york",149,2.8993288590604,"2.8-2.99"
"22","10024",491,"new york",164,2.99390243902439,"2.8-2.99"
"23","10025",716,"new york",232,3.08620689655172,"3.0-3.19"
"24","10026",235,"new york",74,3.17567567567568,"3.0-3.19"
"25","10027",443,"new york",137,3.23357664233577,"3.2-3.39"
"26","10028",544,"new york",189,2.87830687830688,"2.8-2.99"
"27","10029",539,"new york",174,3.09770114942529,"3.0-3.19"
"28","10030",111,"new york",36,3.08333333333333,"3.0-3.19"
"29","10031",294,"new york",97,3.03092783505155,"3.0-3.19"
"30","10032",332,"new york",102,3.25490196078431,"3.2-3.39"
"31","10033",281,"new york",91,3.08791208791209,"3.0-3.19"
"32","10034",293,"new york",95,3.08421052631579,"3.0-3.19"
"33","10035",194,"new york",66,2.93939393939394,"2.8-2.99"
