"","BORO","freq","orival","region","value"
"1","bronx",470,1.00213219616205,36005,"1.0-1.19"
"2","kings",1265,0.913357400722022,36047,"0.8-0.99"
"3","new york",2000,0.814663951120163,36061,"0.8-0.99"
"4","queens",1244,0.891756272401434,36081,"0.8-0.99"
"5","richmond",189,0.732558139534884,36085,"0.6-0.79"
