"","BORO","freq","orival","region","value"
"1","bronx",5473,2.72831505483549,36005,"2.6-2.79"
"2","kings",15403,2.9023930657622,36047,"2.8-2.99"
"3","new york",25541,2.93811112389279,36061,"2.8-2.99"
"4","queens",13655,2.72337455125648,36081,"2.6-2.79"
"5","richmond",2250,2.95275590551181,36085,"2.8-2.99"
