"","BORO","freq","orival","region","value"
"1","bronx",1404,0.699900299102692,36005,"0.6-0.79"
"2","kings",4746,0.884952451985829,36047,"0.8-0.99"
"3","new york",8008,0.919614147909968,36061,"0.8-0.99"
"4","queens",4099,0.844110378912685,36081,"0.8-0.99"
"5","richmond",723,0.932903225806452,36085,"0.8-0.99"
