"","BORO","freq","orival","region","value"
"1","bronx",1547,0.771186440677966,36005,"0.6-0.79"
"2","kings",4665,0.879027699265122,36047,"0.8-0.99"
"3","new york",8285,0.953065685033935,36061,"0.8-0.99"
"4","queens",4336,0.86477861986438,36081,"0.8-0.99"
"5","richmond",783,1.02755905511811,36085,"1.0-1.19"
