"","region","freq","BORO","REST","orival","value"
"1","10001",373,"new york",382,0.976439790575916,"0.8-0.99"
"2","10002",403,"new york",390,1.03333333333333,"1.0-1.19"
"3","10003",557,"new york",622,0.895498392282958,"0.8-0.99"
"4","10004",116,"new york",127,0.913385826771654,"0.8-0.99"
"5","10005",39,"new york",46,0.847826086956522,"0.8-0.99"
"6","10006",49,"new york",37,1.32432432432432,"1.2-1.39"
"7","10007",106,"new york",112,0.946428571428571,"0.8-0.99"
"8","10009",246,"new york",256,0.9609375,"0.8-0.99"
"9","10010",189,"new york",217,0.870967741935484,"0.8-0.99"
"10","10011",377,"new york",400,0.9425,"0.8-0.99"
"11","10012",351,"new york",353,0.994334277620397,"0.8-0.99"
"12","10013",479,"new york",450,1.06444444444444,"1.0-1.19"
"13","10014",292,"new york",342,0.853801169590643,"0.8-0.99"
"14","10016",370,"new york",360,1.02777777777778,"1.0-1.19"
"15","10017",273,"new york",295,0.925423728813559,"0.8-0.99"
"16","10018",277,"new york",278,0.996402877697842,"0.8-0.99"
"17","10019",506,"new york",598,0.846153846153846,"0.8-0.99"
"18","10020",29,"new york",42,0.69047619047619,"0.6-0.79"
"19","10021",136,"new york",137,0.992700729927007,"0.8-0.99"
"20","10022",377,"new york",383,0.984334203655353,"0.8-0.99"
"21","10023",151,"new york",149,1.01342281879195,"1.0-1.19"
"22","10024",155,"new york",164,0.945121951219512,"0.8-0.99"
"23","10025",243,"new york",232,1.04741379310345,"1.0-1.19"
"24","10026",70,"new york",74,0.945945945945946,"0.8-0.99"
"25","10027",123,"new york",137,0.897810218978102,"0.8-0.99"
"26","10028",172,"new york",189,0.91005291005291,"0.8-0.99"
"27","10029",194,"new york",174,1.11494252873563,"1.0-1.19"
"28","10030",33,"new york",36,0.916666666666667,"0.8-0.99"
"29","10031",103,"new york",97,1.06185567010309,"1.0-1.19"
"30","10032",104,"new york",102,1.01960784313725,"1.0-1.19"
"31","10033",75,"new york",91,0.824175824175824,"0.8-0.99"
"32","10034",95,"new york",95,1,"0.8-0.99"
"33","10035",60,"new york",66,0.909090909090909,"0.8-0.99"
"34","10036",432,"new york",488,0.885245901639344,"0.8-0.99"
"35","10037",27,"new york",26,1.03846153846154,"1.0-1.19"
"36","10038",152,"new york",159,0.955974842767296,"0.8-0.99"
"37","10039",22,"new york",25,0.88,"0.8-0.99"
"38","10040",66,"new york",56,1.17857142857143,"1.0-1.19"
"39","10044",2,"new york",9,0.222222222222222,"< 0.6"
"40","10065",160,"new york",165,0.96969696969697,"0.8-0.99"
"41","10069",4,"new york",4,1,"0.8-0.99"
"42","10075",72,"new york",80,0.9,"0.8-0.99"
"43","10110",2,"new york",1,2,"> 1.6"
"44","10111",2,"new york",4,0.5,"< 0.6"
"45","10112",8,"new york",12,0.666666666666667,"0.6-0.79"
"46","10119",5,"new york",14,0.357142857142857,"< 0.6"
"47","10128",148,"new york",136,1.08823529411765,"1.0-1.19"
"48","10153",2,"new york",1,2,"> 1.6"
"49","10167",2,"new york",3,0.666666666666667,"0.6-0.79"
"50","10168",3,"new york",4,0.75,"0.6-0.79"
"51","10169",18,"new york",15,1.2,"1.0-1.19"
"52","10271",1,"new york",2,0.5,"< 0.6"
"53","10279",1,"new york",2,0.5,"< 0.6"
"54","10280",23,"new york",29,0.793103448275862,"0.6-0.79"
"55","10282",10,"new york",17,0.588235294117647,"< 0.6"
"56","10301",79,"richmond",83,0.951807228915663,"0.8-0.99"
"57","10302",53,"richmond",53,1,"0.8-0.99"
"58","10303",25,"richmond",25,1,"0.8-0.99"
"59","10304",34,"richmond",35,0.971428571428571,"0.8-0.99"
"60","10305",84,"richmond",82,1.02439024390244,"1.0-1.19"
"61","10306",96,"richmond",84,1.14285714285714,"1.0-1.19"
"62","10307",19,"richmond",20,0.95,"0.8-0.99"
"63","10308",45,"richmond",43,1.04651162790698,"1.0-1.19"
"64","10309",66,"richmond",54,1.22222222222222,"1.2-1.39"
"65","10310",62,"richmond",54,1.14814814814815,"1.0-1.19"
"66","10311",1,"richmond",1,1,"0.8-0.99"
"67","10312",75,"richmond",73,1.02739726027397,"1.0-1.19"
"68","10314",144,"richmond",155,0.929032258064516,"0.8-0.99"
"69","10451",109,"bronx",145,0.751724137931034,"0.6-0.79"
"70","10452",75,"bronx",90,0.833333333333333,"0.8-0.99"
"71","10453",68,"bronx",86,0.790697674418605,"0.6-0.79"
"72","10454",62,"bronx",67,0.925373134328358,"0.8-0.99"
"73","10455",60,"bronx",81,0.740740740740741,"0.6-0.79"
"74","10456",47,"bronx",66,0.712121212121212,"0.6-0.79"
"75","10457",64,"bronx",75,0.853333333333333,"0.8-0.99"
"76","10458",138,"bronx",150,0.92,"0.8-0.99"
"77","10459",48,"bronx",62,0.774193548387097,"0.6-0.79"
"78","10460",39,"bronx",51,0.764705882352941,"0.6-0.79"
"79","10461",97,"bronx",142,0.683098591549296,"0.6-0.79"
"80","10462",85,"bronx",137,0.62043795620438,"0.6-0.79"
