"","region","freq","BORO","REST","orival","value"
"1","10001",409,"new york",444,0.921171171171171,"0.8-0.99"
"2","10002",408,"new york",378,1.07936507936508,"1.0-1.19"
"3","10003",494,"new york",559,0.883720930232558,"0.8-0.99"
"4","10004",125,"new york",136,0.919117647058823,"0.8-0.99"
"5","10005",39,"new york",53,0.735849056603774,"0.6-0.79"
"6","10006",44,"new york",41,1.07317073170732,"1.0-1.19"
"7","10007",116,"new york",112,1.03571428571429,"1.0-1.19"
"8","10009",245,"new york",231,1.06060606060606,"1.0-1.19"
"9","10010",200,"new york",226,0.884955752212389,"0.8-0.99"
"10","10011",359,"new york",384,0.934895833333333,"0.8-0.99"
"11","10012",338,"new york",340,0.994117647058824,"0.8-0.99"
"12","10013",467,"new york",425,1.09882352941176,"1.0-1.19"
"13","10014",277,"new york",311,0.890675241157556,"0.8-0.99"
"14","10016",353,"new york",381,0.926509186351706,"0.8-0.99"
"15","10017",285,"new york",311,0.916398713826367,"0.8-0.99"
"16","10018",255,"new york",293,0.870307167235495,"0.8-0.99"
"17","10019",538,"new york",599,0.898163606010017,"0.8-0.99"
"18","10020",16,"new york",39,0.41025641025641,"< 0.6"
"19","10021",119,"new york",131,0.908396946564885,"0.8-0.99"
"20","10022",388,"new york",377,1.02917771883289,"1.0-1.19"
"21","10023",144,"new york",167,0.862275449101796,"0.8-0.99"
"22","10024",138,"new york",147,0.938775510204082,"0.8-0.99"
"23","10025",228,"new york",300,0.76,"0.6-0.79"
"24","10026",57,"new york",71,0.802816901408451,"0.8-0.99"
"25","10027",128,"new york",147,0.870748299319728,"0.8-0.99"
"26","10028",146,"new york",169,0.863905325443787,"0.8-0.99"
"27","10029",152,"new york",172,0.883720930232558,"0.8-0.99"
"28","10030",28,"new york",36,0.777777777777778,"0.6-0.79"
"29","10031",94,"new york",104,0.903846153846154,"0.8-0.99"
"30","10032",89,"new york",100,0.89,"0.8-0.99"
"31","10033",78,"new york",90,0.866666666666667,"0.8-0.99"
"32","10034",75,"new york",74,1.01351351351351,"1.0-1.19"
"33","10035",63,"new york",73,0.863013698630137,"0.8-0.99"
"34","10036",453,"new york",512,0.884765625,"0.8-0.99"
"35","10037",24,"new york",31,0.774193548387097,"0.6-0.79"
"36","10038",149,"new york",160,0.93125,"0.8-0.99"
"37","10039",9,"new york",24,0.375,"< 0.6"
"38","10040",51,"new york",57,0.894736842105263,"0.8-0.99"
"39","10044",2,"new york",4,0.5,"< 0.6"
"40","10065",133,"new york",153,0.869281045751634,"0.8-0.99"
"41","10069",2,"new york",3,0.666666666666667,"0.6-0.79"
"42","10075",66,"new york",79,0.835443037974684,"0.8-0.99"
"43","10110",1,"new york",1,1,"0.8-0.99"
"44","10111",5,"new york",5,1,"0.8-0.99"
"45","10112",16,"new york",20,0.8,"0.6-0.79"
"46","10119",9,"new york",14,0.642857142857143,"0.6-0.79"
"47","10128",129,"new york",134,0.962686567164179,"0.8-0.99"
"48","10153",1,"new york",1,1,"0.8-0.99"
"49","10154",2,"new york",1,2,"> 1.6"
"50","10165",3,"new york",1,3,"> 1.6"
"51","10167",2,"new york",3,0.666666666666667,"0.6-0.79"
"52","10168",2,"new york",4,0.5,"< 0.6"
"53","10169",14,"new york",17,0.823529411764706,"0.8-0.99"
"54","10171",1,"new york",1,1,"0.8-0.99"
"55","10172",1,"new york",1,1,"0.8-0.99"
"56","10173",1,"new york",1,1,"0.8-0.99"
"57","10174",3,"new york",3,1,"0.8-0.99"
"58","10271",1,"new york",1,1,"0.8-0.99"
"59","10279",1,"new york",2,0.5,"< 0.6"
"60","10280",26,"new york",36,0.722222222222222,"0.6-0.79"
"61","10282",6,"new york",13,0.461538461538462,"< 0.6"
"62","10301",97,"richmond",91,1.06593406593407,"1.0-1.19"
"63","10302",63,"richmond",62,1.01612903225806,"1.0-1.19"
"64","10303",20,"richmond",29,0.689655172413793,"0.6-0.79"
"65","10304",30,"richmond",40,0.75,"0.6-0.79"
"66","10305",63,"richmond",77,0.818181818181818,"0.8-0.99"
"67","10306",75,"richmond",79,0.949367088607595,"0.8-0.99"
"68","10307",22,"richmond",24,0.916666666666667,"0.8-0.99"
"69","10308",39,"richmond",40,0.975,"0.8-0.99"
"70","10309",63,"richmond",63,1,"0.8-0.99"
"71","10310",52,"richmond",48,1.08333333333333,"1.0-1.19"
"72","10311",2,"richmond",2,1,"0.8-0.99"
"73","10312",76,"richmond",68,1.11764705882353,"1.0-1.19"
"74","10314",121,"richmond",152,0.796052631578947,"0.6-0.79"
"75","10451",86,"bronx",147,0.585034013605442,"< 0.6"
"76","10452",56,"bronx",81,0.691358024691358,"0.6-0.79"
"77","10453",49,"bronx",76,0.644736842105263,"0.6-0.79"
"78","10454",42,"bronx",58,0.724137931034483,"0.6-0.79"
"79","10455",83,"bronx",87,0.954022988505747,"0.8-0.99"
"80","10456",47,"bronx",71,0.661971830985915,"0.6-0.79"
"81","10457",61,"bronx",72,0.847222222222222,"0.8-0.99"
"82","10458",121,"bronx",153,0.790849673202614,"0.6-0.79"
"83","10459",50,"bronx",67,0.746268656716418,"0.6-0.79"
"84","10460",39,"bronx",61,0.639344262295082,"0.6-0.79"
"85","10461",84,"bronx",127,0.661417322834646,"0.6-0.79"
