"","region","freq","BORO","REST","orival","value"
"34","10036",656,"new york",496,1.32258064516129,"1.3-1.39"
"35","10037",19,"new york",22,0.863636363636364,"< 1.0"
"36","10038",220,"new york",164,1.34146341463415,"1.3-1.39"
"37","10039",31,"new york",22,1.40909090909091,"1.4-1.49"
"38","10040",46,"new york",38,1.21052631578947,"1.2-1.29"
"39","10044",8,"new york",6,1.33333333333333,"1.3-1.39"
"40","10065",181,"new york",156,1.16025641025641,"1.0-1.19"
"41","10069",6,"new york",4,1.5,"1.4-1.49"
"42","10075",100,"new york",86,1.16279069767442,"1.0-1.19"
"43","10103",2,"new york",2,1,"< 1.0"
"44","10110",1,"new york",1,1,"< 1.0"
"45","10111",6,"new york",4,1.5,"1.4-1.49"
"46","10112",26,"new york",17,1.52941176470588,"1.5-1.59"
"47","10119",25,"new york",16,1.5625,"1.5-1.59"
"48","10128",174,"new york",133,1.30827067669173,"1.3-1.39"
"49","10153",1,"new york",1,1,"< 1.0"
"50","10154",1,"new york",1,1,"< 1.0"
"51","10165",3,"new york",1,3,"> 1.6"
"52","10167",3,"new york",2,1.5,"1.4-1.49"
"53","10168",4,"new york",3,1.33333333333333,"1.3-1.39"
"54","10169",3,"new york",2,1.5,"1.4-1.49"
"55","10173",1,"new york",1,1,"< 1.0"
"56","10174",7,"new york",3,2.33333333333333,"> 1.6"
"57","10271",2,"new york",2,1,"< 1.0"
"58","10279",3,"new york",2,1.5,"1.4-1.49"
"59","10280",28,"new york",31,0.903225806451613,"< 1.0"
"60","10282",33,"new york",21,1.57142857142857,"1.5-1.59"
"61","10301",91,"richmond",67,1.35820895522388,"1.3-1.39"
"62","10302",46,"richmond",46,1,"< 1.0"
"63","10303",38,"richmond",25,1.52,"1.5-1.59"
"64","10304",33,"richmond",32,1.03125,"1.0-1.19"
"65","10305",89,"richmond",80,1.1125,"1.0-1.19"
"66","10306",95,"richmond",75,1.26666666666667,"1.2-1.29"
"67","10307",34,"richmond",20,1.7,"> 1.6"
"68","10308",61,"richmond",41,1.48780487804878,"1.4-1.49"
"69","10309",48,"richmond",37,1.2972972972973,"1.2-1.29"
"70","10310",62,"richmond",41,1.51219512195122,"1.5-1.59"
"71","10311",1,"richmond",1,1,"< 1.0"
"72","10312",78,"richmond",50,1.56,"1.5-1.59"
"73","10314",199,"richmond",148,1.34459459459459,"1.3-1.39"
"74","10451",139,"bronx",131,1.06106870229008,"1.0-1.19"
"75","10452",99,"bronx",76,1.30263157894737,"1.3-1.39"
"76","10453",73,"bronx",71,1.02816901408451,"1.0-1.19"
"77","10454",71,"bronx",65,1.09230769230769,"1.0-1.19"
"78","10455",86,"bronx",79,1.08860759493671,"1.0-1.19"
"79","10456",71,"bronx",70,1.01428571428571,"1.0-1.19"
"80","10457",116,"bronx",82,1.41463414634146,"1.4-1.49"
"81","10458",188,"bronx",146,1.28767123287671,"1.2-1.29"
"82","10459",73,"bronx",58,1.25862068965517,"1.2-1.29"
"83","10460",47,"bronx",56,0.839285714285714,"< 1.0"
"84","10461",146,"bronx",138,1.05797101449275,"1.0-1.19"
"85","10462",139,"bronx",121,1.14876033057851,"1.0-1.19"
"86","10463",105,"bronx",92,1.14130434782609,"1.0-1.19"
"87","10464",53,"bronx",33,1.60606060606061,"> 1.6"
"88","10465",81,"bronx",68,1.19117647058824,"1.0-1.19"
"89","10466",81,"bronx",77,1.05194805194805,"1.0-1.19"
"90","10467",136,"bronx",117,1.16239316239316,"1.0-1.19"
"91","10468",85,"bronx",78,1.08974358974359,"1.0-1.19"
"92","10469",76,"bronx",77,0.987012987012987,"< 1.0"
"93","10470",42,"bronx",38,1.10526315789474,"1.0-1.19"
"94","10471",42,"bronx",38,1.10526315789474,"1.0-1.19"
"95","10472",101,"bronx",87,1.16091954022989,"1.0-1.19"
"96","10473",26,"bronx",23,1.1304347826087,"1.0-1.19"
"97","10474",37,"bronx",29,1.27586206896552,"1.2-1.29"
"98","10475",63,"bronx",52,1.21153846153846,"1.2-1.29"
"99","10510",1,"bronx",1,1,"< 1.0"
"100","11001",3,"queens",2,1.5,"1.4-1.49"
"101","11004",40,"queens",31,1.29032258064516,"1.2-1.29"
"102","11005",5,"queens",3,1.66666666666667,"> 1.6"
"103","11040",31,"queens",17,1.82352941176471,"> 1.6"
"104","11101",280,"queens",226,1.23893805309735,"1.2-1.29"
"105","11102",86,"queens",74,1.16216216216216,"1.0-1.19"
"106","11103",199,"queens",173,1.15028901734104,"1.0-1.19"
"107","11104",98,"queens",91,1.07692307692308,"1.0-1.19"
"108","11105",121,"queens",113,1.07079646017699,"1.0-1.19"
"109","11106",161,"queens",146,1.1027397260274,"1.0-1.19"
"110","11109",5,"queens",7,0.714285714285714,"< 1.0"
"111","11201",356,"kings",303,1.17491749174917,"1.0-1.19"
"112","11203",143,"kings",121,1.18181818181818,"1.0-1.19"
"113","11204",117,"kings",108,1.08333333333333,"1.0-1.19"
"114","11205",136,"kings",111,1.22522522522523,"1.2-1.29"
"115","11206",155,"kings",120,1.29166666666667,"1.2-1.29"
"116","11207",140,"kings",124,1.12903225806452,"1.0-1.19"
"117","11208",70,"kings",81,0.864197530864197,"< 1.0"
"118","11209",249,"kings",206,1.20873786407767,"1.2-1.29"
"119","11210",72,"kings",60,1.2,"1.0-1.19"
"120","11211",384,"kings",321,1.19626168224299,"1.0-1.19"
"121","11212",90,"kings",77,1.16883116883117,"1.0-1.19"
"122","11213",75,"kings",71,1.05633802816901,"1.0-1.19"
"123","11214",202,"kings",160,1.2625,"1.2-1.29"
"124","11215",327,"kings",294,1.11224489795918,"1.0-1.19"
"125","11216",116,"kings",109,1.06422018348624,"1.0-1.19"
"126","11217",206,"kings",211,0.976303317535545,"< 1.0"
"127","11218",129,"kings",108,1.19444444444444,"1.0-1.19"
"128","11219",102,"kings",86,1.18604651162791,"1.0-1.19"
"129","11220",312,"kings",263,1.18631178707224,"1.0-1.19"
"130","11221",57,"kings",60,0.95,"< 1.0"
"131","11222",200,"kings",185,1.08108108108108,"1.0-1.19"
"132","11223",149,"kings",138,1.07971014492754,"1.0-1.19"
"133","11224",65,"kings",56,1.16071428571429,"1.0-1.19"
"134","11225",86,"kings",82,1.04878048780488,"1.0-1.19"
"135","11226",358,"kings",299,1.19732441471572,"1.0-1.19"
"136","11228",59,"kings",46,1.28260869565217,"1.2-1.29"
"137","11229",145,"kings",124,1.16935483870968,"1.0-1.19"
"138","11230",92,"kings",88,1.04545454545455,"1.0-1.19"
"139","11231",170,"kings",135,1.25925925925926,"1.2-1.29"
"140","11232",89,"kings",76,1.17105263157895,"1.0-1.19"
"141","11233",41,"kings",46,0.891304347826087,"< 1.0"
"142","11234",155,"kings",124,1.25,"1.2-1.29"
"143","11235",185,"kings",140,1.32142857142857,"1.3-1.39"
"144","11236",124,"kings",98,1.26530612244898,"1.2-1.29"
"145","11237",163,"kings",150,1.08666666666667,"1.0-1.19"
"146","11238",202,"kings",178,1.13483146067416,"1.0-1.19"
"147","11239",14,"kings",10,1.4,"1.3-1.39"
"148","11354",312,"queens",255,1.22352941176471,"1.2-1.29"
"149","11355",191,"queens",165,1.15757575757576,"1.0-1.19"
"150","11356",57,"queens",40,1.425,"1.4-1.49"
"151","11357",62,"queens",56,1.10714285714286,"1.0-1.19"
"152","11358",132,"queens",104,1.26923076923077,"1.2-1.29"
"153","11360",33,"queens",22,1.5,"1.4-1.49"
"154","11361",141,"queens",108,1.30555555555556,"1.3-1.39"
"155","11362",70,"queens",56,1.25,"1.2-1.29"
"156","11363",11,"queens",10,1.1,"1.0-1.19"
"157","11364",72,"queens",45,1.6,"1.5-1.59"
"158","11365",60,"queens",40,1.5,"1.4-1.49"
"159","11366",65,"queens",47,1.38297872340426,"1.3-1.39"
"160","11367",57,"queens",50,1.14,"1.0-1.19"
"161","11368",285,"queens",268,1.0634328358209,"1.0-1.19"
"162","11369",75,"queens",81,0.925925925925926,"< 1.0"
"163","11370",29,"queens",29,1,"< 1.0"
"164","11371",29,"queens",23,1.26086956521739,"1.2-1.29"
"165","11372",383,"queens",318,1.20440251572327,"1.2-1.29"
"166","11373",225,"queens",194,1.15979381443299,"1.0-1.19"
"167","11374",72,"queens",67,1.07462686567164,"1.0-1.19"
"168","11375",224,"queens",185,1.21081081081081,"1.2-1.29"
"169","11377",225,"queens",188,1.1968085106383,"1.0-1.19"
"170","11378",73,"queens",68,1.07352941176471,"1.0-1.19"
"171","11379",46,"queens",40,1.15,"1.0-1.19"
"172","11385",255,"queens",215,1.18604651162791,"1.0-1.19"
"173","11411",20,"queens",19,1.05263157894737,"1.0-1.19"
"174","11412",28,"queens",37,0.756756756756757,"< 1.0"
"175","11413",31,"queens",31,1,"< 1.0"
"176","11414",60,"queens",49,1.22448979591837,"1.2-1.29"
"177","11415",32,"queens",28,1.14285714285714,"1.0-1.19"
"178","11416",58,"queens",44,1.31818181818182,"1.3-1.39"
"179","11417",64,"queens",56,1.14285714285714,"1.0-1.19"
"180","11418",78,"queens",70,1.11428571428571,"1.0-1.19"
"181","11419",76,"queens",73,1.04109589041096,"1.0-1.19"
"182","11420",104,"queens",85,1.22352941176471,"1.2-1.29"
"183","11421",78,"queens",74,1.05405405405405,"1.0-1.19"
"184","11422",31,"queens",30,1.03333333333333,"1.0-1.19"
"185","11423",23,"queens",21,1.0952380952381,"1.0-1.19"
"186","11426",44,"queens",31,1.41935483870968,"1.4-1.49"
"187","11427",17,"queens",16,1.0625,"1.0-1.19"
"188","11428",56,"queens",37,1.51351351351351,"1.5-1.59"
"189","11429",21,"queens",21,1,"< 1.0"
"190","11430",192,"queens",162,1.18518518518519,"1.0-1.19"
"191","11432",150,"queens",150,1,"< 1.0"
"192","11433",19,"queens",19,1,"< 1.0"
"193","11434",57,"queens",52,1.09615384615385,"1.0-1.19"
"194","11435",132,"queens",103,1.28155339805825,"1.2-1.29"
"195","11436",25,"queens",15,1.66666666666667,"> 1.6"
"196","11451",2,"queens",2,1,"< 1.0"
"197","11691",49,"queens",38,1.28947368421053,"1.2-1.29"
"198","11692",11,"queens",8,1.375,"1.3-1.39"
"199","11693",27,"queens",26,1.03846153846154,"1.0-1.19"
"200","11694",53,"queens",39,1.35897435897436,"1.3-1.39"
"201","11697",3,"queens",2,1.5,"1.4-1.49"
